Index,Summary
1512,"Production Supervisor needed with relevant technical training, several years of industrial experience, strong leadership and communication skills, and proficiency in Finnish and English.  SAP knowledge a plus."
1513,"Lead maintenance teams, manage work orders, and optimize processes.  Requires 3+ years' experience leading technicians and expertise in barcode technologies, sorter controls, and CMMS.  Fluent in Dutch and English."
1514,"Lead maintenance teams, manage work orders, and optimize processes using CMMS.  Requires 3+ years' team leadership experience and expertise in barcode technologies, sorter controls, and visualization systems.  Fluent in Dutch and English."
1515,"Supervise 25-30 warehouse employees in receiving, order fulfillment, and shipping.  Ensure productivity, quality, and safety.  Lead improvement projects, provide training, and maintain a clean environment. Requires Bachelor's degree, strong communication, and fluency in Dutch, French, and English."
1516,"Warehouse Supervisor needed to lead a team of 25-30 employees in all warehouse operations.  Requires Bachelor's/Master's degree or equivalent experience, strong leadership, communication, and organizational skills.  Fluent in Dutch, French, and English."
1517,"Diagnostic Supervisor needed.  Responsibilities include conducting tests, preparing reports, supporting the Manager Diagnostics, and managing equipment. Requires HBO level, commercial skills, excellent communication, and 24/7 availability for travel (domestic and international)."
1518,"Operations Supervisor manages night shift activities, resolving technical issues and maintaining productivity.  Requires operational management experience, fluency in French & Dutch, and a proactive, solution-oriented approach to continuous improvement.  A Master's degree is a plus."
1519,"Operations Supervisor manages night shift activities, resolves technical issues, and drives continuous improvement.  Requires operational management experience, fluency in French and Dutch, and a proactive, solution-oriented approach.  Master's degree preferred."
1520,"Supervises classes, delivers pre-planned lessons, supports individual/small group learning, manages challenging behaviors, interacts positively with students and staff."
1521,"Lead and support a restaurant team during busy shifts.  Maintain high standards of cleanliness, safety, and brand.  Passion for hospitality and strong leadership skills required.  Flexible shifts available."
1522,"Site Supervisor needed in Crawley for roadside technology.  Requires 5+ years' experience in traffic signal maintenance, HERS8 portfolio experience, and full UK driving license.  £30-35k + benefits.  Responsibilities include site assessments, audit support, and training record management."
1523,"Supervise retail shop team, drive sales, manage stock, recruit/train volunteers, ensure high merchandising standards,  promote brand, and manage EPOS operations."
1524,"Supervises support workers, manages training, handles administrative duties, ensures compliance, collaborates on process improvements, analyzes data, and instructs others on non-medical help.  Requires experience in supervision, line management, customer service, and working with disabled individuals.  Proficiency in IT and Welsh is desirable."
1525,"Facilities Supervisor position offers benefits including paid holidays, medical/life insurance, pension,  cycle-to-work scheme, gym discounts, and employee assistance program."
1526,"Supervise Covid-19 assisted testing site, ensuring staff and user safety.  Maintain hygiene, PPE, and safety regulations.  Supervisory experience required.  £10.50/hour, casual, 4 days on/4 days off shifts (7:30 am - 8:30 pm).  DBS check required."
1527,"Domino's Pizza Ebbw Vale seeks an Opening Supervisor.  Requires customer service experience, target-driven attitude, and availability for day shifts/weekends. Offers training, progression, and staff discounts."
1528,"Retail Supervisor needed.  Maximize sales and profitability.  Lead and motivate a team providing excellent customer service.  Passion for books, stationery, and arts & crafts essential.  Benefits include staff discount and pension."
1529,Cover Supervisor needed for a successful technology college in Ashby de la Zouch.  Strong commitment to staff training and well-resourced department.
1530,"Pub Supervisor needed.  Motivate staff, manage shifts, ensure smooth pub operation in General Manager's absence.  Reliable hours, pension, childcare support, training provided.  Career progression opportunity to Assistant Manager."
1531,"Lead and motivate a restaurant team during shifts, ensuring high service standards, cleanliness, and safety.  Passion for hospitality and experience leading teams required.  Employee discount offered."
1532,"Experienced Bus Mechanic/PSV Technician needed.  City & Guilds/NVQ Heavy Vehicle qualifications required.  Responsibilities include vehicle inspections, servicing, repairs (engine/gearbox), and MOT preparation. Commercial license preferred but not essential."
1533,"Supervise supported employees, ensuring quality instruction and timely reporting of coaching documentation (profiling, assessment, monitoring).  Collaborate with the Enterprise Manager to develop annual commercial and community activity plans."
1534,"Cover Supervisor needed.  Experience working with students, strong ICT skills, ability to work independently and as part of a team.  Promote pupil development and welfare."
1535,"Full-time Cover Supervisor needed for KS1 & KS2.  Requires excellent communication, behavior management, and teaching skills.  Passion for pupil-centered learning and curriculum knowledge essential.  Opportunity for professional development within a supportive team."
1536,"Lead and support a restaurant team during busy shifts, maintaining high standards of cleanliness, safety, and brand consistency.  Passion for hospitality and team leadership required.  Flexible shifts offered."
1537,"Site Supervisor needed for multi-trade refurbishment.  Responsibilities include H&S compliance, quality control, project monitoring, budget adherence, material procurement, and team supervision.  SMSTS, NVQ Level 2, and First Aid certificates required."
1538,"Lead and support a restaurant team during busy shifts, maintaining high standards of cleanliness, safety, and brand standards.  Passion for hospitality and team leadership required.  Flexible shifts offered."
1539,"Supervisory role requiring key-holding, shop experience, excellent communication and numerical skills.  Team player with initiative, sound judgment, and attention to detail. Self-motivated."
1540,"Cover Supervisor needed.  Requires 5 GCSEs (C/4 or above including Maths & English) and experience with 11-16 year olds.  Positive attitude, classroom behaviour management skills essential.  Top pay, training, and support offered."
1541,"Senior Supervisor needed in Torpoint, UK.  Responsibilities include team supervision, stock management, cash handling, and ensuring cleanliness.  Prior supervisory experience and strong communication skills are required. £10/hour, full-time.  Closing date: December 19, 2021."
1542,"Pub Supervisor needed.  Motivate staff, manage shifts, ensure smooth pub operations in General Manager's absence.  Reliable hours, pension, childcare support, and training provided.  Career progression opportunity to Assistant Manager."
1543,"Food & Beverage Supervisor needed in London.  Supervise catering team, manage rotas, maintain high standards, conduct performance reviews, and ensure infection control.  Requires prior supervisory experience and strong communication skills. £12.42/hour, 37.5 hours/week."
1544,"Supervise students, manage classroom environment, collect completed work, provide feedback to teachers, and report student behavior.  Requires GCSEs (grade C/4-9 or above) and DBS check."
1545,"Lead and support a restaurant team during busy shifts.  Maintain high standards of cleanliness, safety, and brand standards.  Passion for hospitality and team leadership required.  Flexible shifts offered."
1546,"Full-time Deli Supervisor needed in Loughrea, Co. Galway.  Responsibilities include food preparation, display management, staff supervision, stock control, and ensuring high customer service and food safety standards.  1-2 years cooking experience preferred."
1547,"Full-time Repairs Contract Supervisor needed.  £33,553 annual salary.  Responsibilities include overseeing repair contracts."
1548,"Supervisor needed in RAF Honington, UK.  Responsibilities include team supervision, stock management, and ensuring cleanliness.  Prior supervisory experience and excellent communication skills are required.  £9.57/hour, full-time.  Closing date: 19 December 2021."
1549,"Supervises accounts payable, ensuring timely and accurate invoice processing, payment execution, and supplier reconciliation in Navision.  Manages aged creditor balances, resolves payment queries, and oversees a Purchase Ledger Clerk.  Requires strong accounting skills and supervisory experience."
1550,"IT Network Operations Engineer needed.  Responsibilities include IT operations planning, troubleshooting, asset management, risk management, and vendor relations. Requires strong networking knowledge (LAN/WAN, VPNs, etc.), ITIL tooling experience, and cybersecurity awareness."
1551,"Network Operations Engineer needed.  Manage & support network components (firewalls, load balancers, switches, routers).  Experience with CheckPoint, F5, Juniper, Cisco, Arbor preferred.  Automation and scripting skills essential.  Estonian and English fluency required."
1552,"Broadcast Operations Engineer needed.  Resolve complex technical issues across multiple platforms, implement contingency procedures,  maintain accurate incident logs, and ensure safety compliance.  Requires broad technical knowledge and experience with broadcast/production technologies. Excellent communication skills essential."
1553,"Broadcast Operations Engineer needed with expertise in audio/video systems (analogue & digital), graphics (VizRT), studio automation, and troubleshooting.  Requires strong communication, problem-solving skills, and knowledge of broadcast networks.  International travel may be required."
1554,"Sr. Application Operations Engineer needed with 8+ years' experience (Master's degree with 6+ years considered).  Expertise in Salesforce.com CRM, cloud/online service operations, and Agile methodologies required.  Strong problem-solving and communication skills essential.  Responsibilities include application support, troubleshooting, and project management."
1555,"Electrical Operations Engineer needed for renewables (wind/solar).  Responsibilities include project management, supplier management, HV asset management,  compliance, and cost reduction. Requires electrical engineering degree/HND, IOSH/NEBOSH certification, and relevant experience."
1556,"IT Operations Engineer needed in London.  Responsibilities include supporting digital applications, Linux server maintenance, troubleshooting, and project delivery.  Requires experience with JBoss/Tomcat, Bash scripting, and automation.  Financial services experience preferred but not essential."
1557,"IT Operations Engineer needed for global technical support of RDS.  Responsibilities include remote diagnostics, maintenance, data updates, and new feature deployments.  Requires intermediate IT skills (Windows, TCP/IP, XML), and strong communication.  Part-time student considered."
1558,"Ground Segment Operations Engineer needed.  Responsibilities include operations validation, planning, execution, troubleshooting, and maintenance of Galileo/Egnos ground systems.  Requires Linux experience, excellent communication, and advanced English.  Training opportunities provided."
1559,"IT Operations Engineer needed with 2+ years' experience in Azure and Microsoft systems administration.  Responsibilities include system management, proactive issue prevention, security advisement, and customer support.  Azure/Microsoft certifications a plus.  Strong communication skills essential."
1560,"IT Operations Engineer needed to manage Azure/Microsoft systems, proactively prevent and mitigate issues, advise customers on security, build strong relationships, and provide cloud-based support."
1561,"Network Operations Engineer needed.  Manage and support networking components (firewalls, load balancers, switches, routers).  Experience with CheckPoint, F5, Juniper, Cisco, Arbor preferred.  Automate tasks, troubleshoot, and maintain global network infrastructure.  Estonian and English fluency required."
1562,"Commerzbank seeks a Use Case Operations Engineer proficient in Big Data (Hadoop, Google Cloud, SQL),  databases (Hive, Docker, Kubernetes), and scripting (Scala/Java/Python).  Responsibilities include application support, deployment, monitoring, and incident resolution.  Requires strong Linux/Unix skills and B2 English."
1563,"IT Operations Engineer needed.  Handle user incidents, requests, and improvements.  Requires Linux/Unix, batch process, database, and scripting (Shell/Python) experience.  £80,000-£100,000 salary, benefits included."
1564,"Data Operations Engineer needed.  Manage data retrieval, storage, and distribution using Databricks, Spark, SQL, Python, Kafka, and Avro.  Experience with Hadoop, AWS/GCP, microservices, and MLflow required.  Collaborate with cross-functional teams."
1565,"AWS Cloud Operations Engineer needed.  Manage deployments of ETWeb™ applications, system monitoring, database administration (Microsoft SQL), and provide technical support.  Requires AWS, Windows Server, Active Directory, IIS, container orchestration, Nagios, Grafana experience."
1566,"Azure Virtual Desktop/RDS Operations Engineer needed.  Responsibilities include incident/problem management, capacity planning, documentation, and third-party coordination.  Requires strong troubleshooting, Azure AD/RDS/App-V experience, and ITIL knowledge."
1567,"AWS Cloud Operations Engineer needed.  3+ years AWS experience, CI/CD pipeline building,  monitoring, security, and troubleshooting expertise required.  Experience with Infrastructure-as-Code, containerization (Kubernetes, Docker), and scripting (Python, Java, etc.)."
1568,Medical Officer needed.  WHO seeks a qualified candidate.  Successful applicants will undergo background checks.  Apply now.
1569,"Deputy Chief Medical Officer/GP needed.  Lead governance, offer clinical guidance to GPs and pharmacists, conduct remote consultations (50% of role).  Requires GMC registration, 5+ years GP experience, and strong clinical/IT skills.  Part-time/full-time considered. London-based."
1570,"Chief Medical Officer for R&D in a medical device company needed.  Requires strong medical/clinical R&D leadership, implant/software experience, and knowledge of regulations.  Leads product development, manages projects, and ensures compliance."
1571,Registered Irish Medical Council (IMC) RMO needed.  Requires 3+ years post-qualification experience and relevant clinical training.  IELTS/OET may be required.  Membership or part-membership essential.
1572,"Part-time Chief Medical Officer needed.  Lead clinical strategy, product development, regulatory affairs, and clinical trials for a cardiovascular monitoring platform.  Requires experience in psychosomatic/psychocardiology, medical research (PhD), and strong leadership skills.  Fluency in English essential."
1573,"Senior Medical Officer (P4) needed in Geneva/Amman.  Requires 8+ years clinical experience, including 2+ years in international organizations or hardship locations, plus occupational health & safety, travel medicine, or emergency medicine experience.  Project management skills and supervisory experience essential."
1574,"Freelance Chief Medical Officer needed in Germany.  Requires MD, 5+ years biotech/immuno-oncology experience (translational to Phase III),  strong management skills, PV/drug safety knowledge, fluency in German & English."
1575,"Part-time Chief Medical Officer needed for a digital health company.  Requires clinical expertise in cardiology/psychocardiology, research experience (PhD preferred),  strong leadership, and excellent communication skills.  Responsibilities include clinical strategy, regulatory affairs, and external stakeholder engagement."
1576,"School Medical Officer needed to manage the medical room, treat injuries, liaise with school nurse and outside agencies,  deputize for DSL, and manage students' healthcare plans.  Promote healthy lifestyles."
1577,"School Medical Officer needed.  Provide medical treatment, manage medical room, assist casualties, liaise with school nurse, promote healthy lifestyles, deputize for DSL, manage student healthcare plans, and liaise with external agencies."
1578,"Full-time school medical officer needed ASAP.  Salary £80-£100/day.  Duties include treating students, maintaining SIMS records, and managing medical information.  Valid First Aid certificate essential."
1579,London-based Resident Medical Officer needed.  MRCP-accredited physician with A&E/ITU experience and ALS certification required.  Clinical research background preferred.  Strong communication skills essential.  Flexible hours including nights.
1580,"School Medical Officer needed to manage the medical room, provide immediate first aid, liaise with school nurse, promote healthy lifestyles, deputize for DSL, manage student healthcare plans, and liaise with external agencies."
1581,"MediMab Biotherapeutics seeks a Senior R&D Scientist (PhD Immunology required) with expertise in T cell assays (cytometry, cytokine expression), tumour immunology, and spheroid experience.  Excellent communication and organizational skills needed. UK work authorization essential."
1582,"Computational Immunologist needed.  PhD in relevant field required; immunology expertise & publications essential.  Proficiency in R/Python.  Experience with single-cell analytics, machine learning, and cloud computing (AWS) a plus.  Travel 10%."
1583,"Lead a team developing personalized T-cell therapies using CliniMACS Prodigy.  Requires PhD in immunology/related field, experience with TILs or similar autologous T cells, and excellent communication skills.  Develops clinic-ready processes and collaborates with external partners."
1584,"PhD-level Scientist needed for early-stage cellular immunotherapy R&D.  Requires expertise in T cell genetic modification, in vitro/in vivo models, and chimeric antigen receptor design.  Strong communication and teamwork skills essential."
1585,"Lead a team developing TCR analytics and assays for personalized immunotherapy.  Requires PhD in tumor immunology, experience in TCR analytics, whole transcriptome analysis, and bioinformatics.  Develop protocols for analyzing therapeutic T cell products and immuno-monitoring.  Strong communication and collaboration skills essential."
1586,Seeking Consultant Cardiologists specializing in heart failure.  Experience required.
1587,"Consultant Cardiologist needed with expertise in inherited cardiac conditions, heart failure, or cardiac imaging."
1588,"Consultant Cardiologist needed.  Requires full GMC registration, MBBS/equivalent, MRCP (UK) or equivalent, extensive cardiology experience including catheterization, pacing, echocardiography, and clinical leadership.  Subspecialty experience and research preferred."
1589,Consultant Cardiologist position available at Mater Misericordiae University Hospital.  Part-time (19.5 hours) HSE Community Health Organisation role also offered.
1590,"Cardiologist needed to consult patients, prescribe treatments (including surgery), interpret test results (using imaging equipment), and provide long-term care.  Requires surgical experience."
1591,"Lead Echo Cardiologist needed.  Perform non-invasive cardiac procedures (stress testing, etc.). BSE accreditation essential.  Support department management.  Premium private UK healthcare provider."
1592,"Research Fellow in Interventional Cardiology at NUI Galway's Cardiovascular Research Innovation Group.  Lead clinical research, design trials, manage teams, publish findings, and secure funding. Requires MD, cardiology residency, and publication experience."
1593,"Research Fellow in Interventional Cardiology at NUI Galway's Cardiovascular Research Innovation Group.  Lead clinical research, design trials, manage teams, publish findings, and secure funding. Requires MD/equivalent, cardiology residency (2+ years), and publications."
1594,"Research Fellow in Interventional Cardiology at NUI Galway's CVRI needed.  Lead clinical research, design trials, manage teams, publish findings, and secure funding.  Requires clinical experience, publications (minimum 2 first-author), and strong communication skills."
1595,"Research Fellow in Interventional Cardiology needed at NUI Galway.  Lead clinical research, design trials, manage teams, publish findings, and secure funding.  Requires clinical experience, publications, and excellent communication skills."
1596,"Cardiology Consultant needed.  Requires MBBS/equivalent, MRCP/FRCS, GMC registration, and specialist register eligibility.  Responsibilities include service development, teaching, clinical governance, and performance management.  Experience with evidence-based practice and cost improvement programs preferred."
1597,Locum Clinical Physiologist (Respiratory) needed.  £28-35/hour.  NHS experience essential.  ARTP Parts 1 & 2 required.  BSc in Clinical Physiology or equivalent.  Temporary position.
1598,"Locum Clinical Physiologist (Respiratory) needed.  £30-38/hour. NHS experience essential.  ARTP Parts 1 & 2, BSc in Clinical Physiology or equivalent required.  Temporary position.  Fast-track registration offered."
1599,"Locum Respiratory Clinical Physiologist needed.  £30-£38/hour.  NHS experience essential.  Part 1 & 2 ARTP, BSc in Clinical Physiology (or equivalent) required.  Weekly pay.  Fast-track registration."
1600,"Locum Clinical Physiologist (Respiratory) needed.  £30-35/hour. NHS experience essential.  ARTP Parts 1 & 2, BSc in Clinical Physiology or equivalent required.  Temporary position.  Fast-track registration."
1601,"Band 6 Clinical Physiologist (Neuro) needed.  Relocation assistance, DBS/CRB checks, prompt payment, CV/interview guidance, and professional registration support offered.  PAYE, umbrella, or LTD company payments available."
1602,Locum Clinical Physiologist (Respiratory) needed.  £28-35/hour. NHS experience essential.  ARTP Parts 1 & 2 required.  BSc in Clinical Physiology or equivalent.  Temporary position.  Fast-track registration support.
1603,"Locum Clinical Physiologist (Respiratory) needed.  £30-37/hour, NHS experience essential.  Daily PAYE or limited company payroll.  ARTP Parts 1 & 2, BSc in Clinical Physiology or equivalent required.  UK eligibility needed."
1604,"Locum Clinical Physiologist (Respiratory) needed.  £30-£37/hour. NHS experience essential.  Part 1 & 2 ARTP, BSc in Clinical Physiology or equivalent required.  Weekly pay.  Fast-track registration."
1605,"Locum Clinical Physiologist (Respiratory) needed.  £28-35/hour, NHS experience essential.  Part 1 & 2 ARTP, BSc in Clinical Physiology or equivalent required.  Temporary position.  Fast-track registration offered."
1606,Clinical Physiologist needed.  Requires professional course attendance.  Opportunities for skill development and experience growth offered.
1607,Locum Clinical Physiologist (Respiratory) needed.  £28-£35/hour. NHS experience essential.  ARTP Parts 1 & 2 required.  BSc in Clinical Physiology or equivalent.  Temporary position.
1608,"Locum Clinical Physiologist (Respiratory) needed.  £28-£35/hour. NHS experience essential.  ARTP Parts 1 & 2, BSc in Clinical Physiology or equivalent required.  Weekly pay.  Fast-track registration offered."
1609,"Cardiac Clinical Physiologist (Band 6) needed.  Requires BSc Clinical Physiology (Cardiology), RCCP registration, experience with cardiac event recorder analysis, and a UK driving license.  Full or part-time positions available."
1610,"Locum Clinical Physiologist (Respiratory) needed.  £28-£35/hour. NHS experience essential.  ARTP Parts 1 & 2, BSc in Clinical Physiology or equivalent required.  Temporary position.  Fast-track registration support offered."
1611,"Locum Clinical Physiologist (Respiratory) needed.  £36-£44/hour. NHS experience essential.  ARTP Parts 1 & 2, BSC in Clinical Physiology or equivalent required.  Weekly pay."
1612,Locum Respiratory Clinical Physiologist needed.  £27-£35/hour.  NHS experience essential.  ARTP Parts 1 & 2 required.  BSc in Clinical Physiology or equivalent.  Temporary position.  Fast-track registration.
1613,"Band 6 Clinical Physiologist (Neuro) needed.  Relocation assistance, prompt payment, CV/interview guidance, and professional registration support offered.  PAYE, umbrella, or LTD company payment options available."
1614,"Band 6 Paediatric Clinical Physiologist (Neuro) needed.  Relocation assistance, prompt payment, and support with registration offered.  PAYE, umbrella, or LTD company payments available."
1615,Locum Clinical Physiologist (Neurophysiology) needed.  £30-£38/hour.  HNC/NVQ or BSc in Clinical Physiology required; NHS experience preferred.  UK eligibility essential.  Temporary position.
1616,"Pharmaceutical epidemiologist needed.  PhD or MPH required; 2+ years experience leading pharma epidemiologic research (5+ years with Master's in related field).  Conduct observational studies, develop protocols, analyze data, collaborate externally, and communicate findings.  Rare disease/genetic epidemiology experience a plus."
1617,"Senior Epidemiologist needed for observational research on disease and treatment efficacy.  Requires PhD/MPH in epidemiology, project management experience, strong communication, and publication record.  Real-world data expertise preferred."
1618,"Senior Epidemiologist needed for Bayer's Women's Healthcare/Inflammation & Immunology division.  Requires PhD/MSc in Epidemiology, drug development experience, strong analytical & statistical skills, and experience with observational studies.  Contribute to research, publications, and collaborations."
1619,"PhD Epidemiologist/Biostatistician needed.  Experience in epidemiological study design, analysis (SAS/R), and publication.  Excellent writing skills required. International research team.  Competitive salary and benefits."
1620,"Conduct epidemiological studies, analyze data, write protocols and papers. Requires MA in Public Health or Epidemiology (PhD preferred), infectious disease/vaccine knowledge, and strong statistical skills.  Global team environment."
1621,"Epidemiologist needed with 5+ years' experience investigating communicable diseases.  Requires strong epidemiological research, statistical analysis (Stata, SAS, R), and report-writing skills. Fluency in French and English essential.  Responsibilities include surveillance, outbreak investigation, and public education."
1622,"Senior Epidemiologist needed to lead RWD research projects, manage data, conduct epidemiological studies, and collaborate with diverse teams.  Requires MSc in related field and strong statistical/programming skills (R, SQL)."
1623,"Epidemiologist needed with 4+ years' experience (2+ in epidemiological methods).  Responsibilities include data analysis, outbreak investigations, public health reporting (CIDR, SAP), and interpretation of epidemiological data.  Strong knowledge of information management required."
1624,"Lead RWE projects for pharmaceutical clients, managing teams and delivering reports.  Requires MPH/MSc (PhD preferred) in relevant field, 3-5 years' experience in consulting/academia, strong quantitative skills, and excellent communication."
1625,"Lead and execute real-world evidence (RWE) projects for pharmaceutical clients.  Requires MPH/MSc (PhD preferred) in a relevant field and 3-5 years' experience in consulting/academia.  Strong analytical, communication, and project management skills needed.  Experience with large databases (e.g., CPRD) is essential."
1626,"Biostatistician/Epidemiologist needed.  Plan and conduct studies (sample size, analysis, reporting).  Requires MSc/PhD in biostatistics or epidemiology, strong R/Stata skills, infectious disease experience, and excellent communication."
1627,"Epidemiologist needed with strong analytical skills (SAS), experience in real-world evidence (RWE) studies using large databases (CPRD, THIN), and excellent communication skills.  MPH/MSc/PhD required.  Consultancy experience preferred."
1628,"Lead epidemiologist needed.  Requires a Master's degree (or Bachelor's with 7 years experience) and 5+ years relevant experience.  Duties include study design, data analysis, report writing, client interaction, and business development.  Excellent communication and organizational skills essential."
1629,"Pharmacoepidemiologist needed with PhD/DrPH in epidemiology.  Conduct epidemiological research, analyze data (SAS, SPSS), and support drug safety.  Collaborate with internal/external teams, manage studies, and understand global regulations.  Clinical background preferred."
1630,"Urgent locum Neurophysiologist needed.  £35+/hour, PAYE/limited company options.  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  UK eligibility required."
1631,Neurophysiologist needed for a contract position.  £35+/hour.  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  UK eligibility required.
1632,"Band 7 Neurophysiologist needed.  Full-time position, ASAP start.  Must perform and report nerve conduction studies. Agency signup required. Relevant qualifications essential."
1633,Part-time Neurophysiologist needed immediately.  Band 6/7.  Relevant qualifications required. Agency assignment.
1634,Neurophysiologist needed for a contract position (£35+/hour).  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  UK eligibility required.
1635,"Urgent locum Neurophysiologist needed.  £35+/hour, PAYE/limited company options.  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  Fast registration, support, and bonus offered."
1636,"Neurophysiologist needed for a contract position (£35+/hour).  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  Weekly pay via PAYE, limited company, or umbrella.  UK eligibility required."
1637,"Neurophysiologist needed for a contract position paying £35+/hour.  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  Weekly pay via PAYE, limited company, or umbrella.  UK eligibility required."
1638,Urgent locum Neurophysiologist needed.  £35+/hour.  Weekly PAYE/limited company pay.  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  UK eligibility required.
1639,"Clinical Neurophysiologist (Band 6/7) needed.  Relocation assistance, prompt payment, CV/interview guidance, and professional registration support offered. PAYE, umbrella, or LTD company payments available."
1640,"Clinical Neurophysiologist needed.  GMC Specialist Register entry required (CCT/CCST).  Experience in EMG, NCS, EEG, EP (adult & pediatric).  Teaching, research, and leadership skills essential.  Postgraduate degree preferred."
1641,Neurophysiologist needed for a contract position (£32-£39k).  Requires HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology. NHS experience preferred.  UK eligibility required.
1642,Neurophysiologist needed (£32-£39k).  HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology required. NHS experience preferred.  UK eligibility essential.  Contract position.
1643,"Neurophysiologist needed (£32-£39k).  HNC/NVQ in Physiological Measurement or BSc in Clinical Physiology required. NHS experience preferred.  Weekly pay via PAYE, limited company, or umbrella.  UK eligibility essential."
1644,"Oncologist needed for medical research.  Lead clinical research projects, provide medical expertise, collaborate on data analysis and NLP development.  Requires medical degree, oncology experience, clinical research background.  Spanish/English fluency preferred."
1645,Medical Oncologist needed for breast and renal cancers at Nottingham City and Kingsmill Hospitals.  Collaboration with existing specialists.  See page 4 for details.
1646,"Locum Consultant Medical Oncologist needed.  Minimum 3-month commitment; NHS experience preferred. Full GMC registration required.  Fast track registration, PAYE/limited company payroll options.  £1000 bonus after 50 hours (new registrations only)."
1647,"Consultant Oncologist needed for gynaecological and colorectal tumour care.  Requires UK CCT/CESR in Medical Oncology, experience in chemotherapy & acute oncology, and leadership skills.  Teaching and research responsibilities included."
1648,"Locum Consultant Medical Oncologist needed.  Multidisciplinary team work, evidence-based patient care, teaching, examination, audit, and CME participation required.  No out-of-hours rota."
1649,"Oncologist needed for Beacon Hospital Cancer Centre.  Responsibilities include patient admission, daily rounds, discharge planning, on-call duties, and participation in quality improvement initiatives.  Mentorship provided.  Initial contract of approximately [duration] months."
1650,"French-speaking Internist/Oncologist needed.  Excellent hospital facilities, supportive staff, attractive income.  Requires strong communication skills and up-to-date medical knowledge.  Assistance with Belgian relocation (housing, paperwork, taxes)."
1651,"Clinical Oncologist needed for a senior role in a top-5 global health science company.  Requires MD, oncology specialization, and clinical trial experience (Phase II-III advantageous).  Responsibilities include clinical development, medical affairs, and regulatory interactions.  Competitive salary and benefits offered."
1652,"Clinical Oncologist needed for a senior role in a top-5 Global Health Science Company.  Requires MD, oncology specialization, and clinical trial experience (Phase II-III advantageous).  Responsibilities include clinical development, medical affairs, and collaboration with drug safety teams.  Competitive salary and benefits offered."
1653,"Haematologist-oncologist Clinical Medical Director needed.  Requires MD, haematology/oncology specialization, and clinical trial experience (Phase II-III preferred).  Responsibilities include clinical development, medical affairs, drug safety, and strategic trial oversight.  Top-5 Global Health Science Company."
1654,"Senior Immuno-oncologist needed.  PhD/Masters required. Oncology/immuno-oncology experience in pharma/biotech preferred.  Expertise in cell culture, flow cytometry, IHC, IF, PCR, ELISA, Western Blots, and microscopy.  Design and perform target discovery experiments."
1655,"Haematologist-oncologist Clinical Medical Director needed.  Requires MD, haematology/oncology specialization, clinical trial experience (Phase II-III preferred).  Responsibilities include clinical development, medical affairs,  drug safety, and strategic trial oversight.  Senior role with global health science company."
1656,"Oncologist needed specializing in breast, colorectal, urological, and lung cancers.  Requires FRCR (Clinical Oncology) or equivalent, GMC Specialist Register entry (CCT or CESR), and demonstrated competency in accordance with GMC standards."
1657,"Consultant Ophthalmologist needed, specializing in glaucoma.  Contact Mr. Booth (01752 439353), Mr. Cudrnak (01752 439356), or Ms. Worley (amandaworley@nhs.net)."
1658,"Glaucoma specialist Consultant Ophthalmologist needed.  Contact Mr. Booth (01752 439353), Mr. Cudrnak (01752 439356), or Amanda Worley (amandaworley@nhs.net)."
1659,"Locum Consultant Medical Ophthalmologist needed.  Submit CV, contact details, and consent to data collection."
1660,"Consultant Ophthalmologist needed.  Proficiency in slit-lamp examination, gonioscopy, fundoscopy, tonometry, and refraction required."
1661,"Veterinary ophthalmologist needed.  Competitive salary, benefits (including relocation, paid time off, and professional development), and RCVS/VDS fees covered.  "
1662,"Consultant Ophthalmologist needed.  Requires expertise in slit-lamp examination, gonioscopy, fundoscopy, tonometry, and refraction."
1663,"Locum Ophthalmologist needed.  Full GMC registration, specialist ophthalmology registration, glaucoma experience, high-volume cataract surgery experience required.  Oculoplastic and medical retina experience desirable.  Excellent communication skills essential."
1664,"Paediatric Ophthalmologist needed.  Requires FRCOphth or equivalent, GMC registration, and extensive experience in paediatric ophthalmology, surgery, and teaching.  Proven ability in patient safety and research is essential."
1665,"Consultant Ophthalmologist needed for high-volume phakoemulsification, occuloplastics, glaucoma, and wet AMD treatment.  Topical anesthesia used."
1666,"Consultant Ophthalmologist needed.  Must perform high-volume phacoemulsification under topical anesthesia.  Experience with slit-lamp examination, gonioscopy, fundoscopy, tonometry, refraction, eyelid surgery, and laser treatment required."
1667,"Ophthalmologist needed.  Johnson & Johnson Vision and Zeiss technology used.  Experience with premium intraocular lenses required.  State-of-the-art clinics, flexible work, and research opportunities available."
1668,Ophthalmologist needed.  Johnson & Johnson and Zeiss technology used.  Experienced support team and state-of-the-art clinics.  Flexible work and research opportunities.
